season,round,constructor_id,position,points,wins
1998,16,mclaren,1.0,156.0,9
1998,16,ferrari,2.0,133.0,6
1998,16,williams,3.0,38.0,0
1998,16,jordan,4.0,34.0,1
1998,16,benetton,5.0,33.0,0
1998,16,sauber,6.0,10.0,0
1998,16,arrows,7.0,6.0,0
1998,16,stewart,8.0,5.0,0
1998,16,prost,9.0,1.0,0
1998,16,minardi,,0.0,0
1998,16,tyrrell,,0.0,0
1999,16,ferrari,1.0,128.0,6
1999,16,mclaren,2.0,124.0,7
1999,16,jordan,3.0,61.0,2
1999,16,stewart,4.0,36.0,1
1999,16,williams,5.0,35.0,0
1999,16,benetton,6.0,16.0,0
1999,16,prost,7.0,9.0,0
1999,16,sauber,8.0,5.0,0
1999,16,arrows,9.0,1.0,0
1999,16,minardi,10.0,1.0,0
1999,16,bar,,0.0,0
2000,17,ferrari,1.0,170.0,10
2000,17,mclaren,2.0,162.0,7
2000,17,williams,3.0,36.0,0
2000,17,benetton,4.0,20.0,0
2000,17,bar,5.0,20.0,0
2000,17,jordan,6.0,17.0,0
2000,17,arrows,7.0,7.0,0
2000,17,sauber,8.0,6.0,0
2000,17,jaguar,9.0,4.0,0
2000,17,minardi,,0.0,0
2000,17,prost,,0.0,0
2001,17,ferrari,1.0,179.0,9
2001,17,mclaren,2.0,102.0,4
2001,17,williams,3.0,80.0,4
2001,17,sauber,4.0,21.0,0
2001,17,jordan,5.0,19.0,0
2001,17,bar,6.0,17.0,0
2001,17,benetton,7.0,10.0,0
2001,17,jaguar,8.0,9.0,0
2001,17,prost,9.0,4.0,0
2001,17,arrows,10.0,1.0,0
2001,17,minardi,,0.0,0
2002,17,ferrari,1.0,221.0,15
2002,17,williams,2.0,92.0,1
2002,17,mclaren,3.0,65.0,1
2002,17,renault,4.0,23.0,0
2002,17,sauber,5.0,11.0,0
2002,17,jordan,6.0,9.0,0
2002,17,jaguar,7.0,8.0,0
2002,17,bar,8.0,7.0,0
2002,17,minardi,9.0,2.0,0
2002,17,toyota,10.0,2.0,0
2002,17,arrows,11.0,2.0,0
2003,16,ferrari,1.0,158.0,8
2003,16,williams,2.0,144.0,4
2003,16,mclaren,3.0,142.0,2
2003,16,renault,4.0,88.0,1
2003,16,bar,5.0,26.0,0
2003,16,sauber,6.0,19.0,0
2003,16,jaguar,7.0,18.0,0
2003,16,toyota,8.0,16.0,0
2003,16,jordan,9.0,13.0,1
2003,16,minardi,10.0,0.0,0
2004,18,ferrari,1.0,262.0,15
2004,18,bar,2.0,119.0,0
2004,18,renault,3.0,105.0,1
2004,18,williams,4.0,88.0,1
2004,18,mclaren,5.0,69.0,1
2004,18,sauber,6.0,34.0,0
2004,18,jaguar,7.0,10.0,0
2004,18,toyota,8.0,9.0,0
2004,18,jordan,9.0,5.0,0
2004,18,minardi,10.0,1.0,0
2005,19,renault,1.0,191.0,8
2005,19,mclaren,2.0,182.0,10
2005,19,ferrari,3.0,100.0,1
2005,19,toyota,4.0,88.0,0
2005,19,williams,5.0,66.0,0
2005,19,bar,6.0,38.0,0
2005,19,red_bull,7.0,34.0,0
2005,19,sauber,8.0,20.0,0
2005,19,jordan,9.0,12.0,0
2005,19,minardi,10.0,7.0,0
2006,18,renault,1.0,206.0,8
2006,18,ferrari,2.0,201.0,9
2006,18,mclaren,3.0,110.0,0
2006,18,honda,4.0,86.0,1
2006,18,bmw_sauber,5.0,36.0,0
2006,18,toyota,6.0,35.0,0
2006,18,red_bull,7.0,16.0,0
2006,18,williams,8.0,11.0,0
2006,18,toro_rosso,9.0,1.0,0
2006,18,mf1,10.0,0.0,0
2006,18,super_aguri,11.0,0.0,0
2006,18,spyker_mf1,12.0,0.0,0
2007,17,ferrari,1.0,204.0,9
2007,17,bmw_sauber,2.0,101.0,0
2007,17,renault,3.0,51.0,0
2007,17,williams,4.0,33.0,0
2007,17,red_bull,5.0,24.0,0
2007,17,toyota,6.0,13.0,0
2007,17,toro_rosso,7.0,8.0,0
2007,17,honda,8.0,6.0,0
2007,17,super_aguri,9.0,4.0,0
2007,17,spyker,10.0,1.0,0
2007,17,mclaren,,0.0,8
2008,18,ferrari,1.0,172.0,8
2008,18,mclaren,2.0,151.0,6
2008,18,bmw_sauber,3.0,135.0,1
2008,18,renault,4.0,80.0,2
2008,18,toyota,5.0,56.0,0
2008,18,toro_rosso,6.0,39.0,1
2008,18,red_bull,7.0,29.0,0
2008,18,williams,8.0,26.0,0
2008,18,honda,9.0,14.0,0
2008,18,force_india,10.0,0.0,0
2008,18,super_aguri,11.0,0.0,0
2009,17,brawn,1.0,172.0,8
2009,17,red_bull,2.0,153.5,6
2009,17,mclaren,3.0,71.0,2
2009,17,ferrari,4.0,70.0,1
2009,17,toyota,5.0,59.5,0
2009,17,bmw_sauber,6.0,36.0,0
2009,17,williams,7.0,34.5,0
2009,17,renault,8.0,26.0,0
2009,17,force_india,9.0,13.0,0
2009,17,toro_rosso,10.0,8.0,0
2010,19,red_bull,1.0,498.0,9
2010,19,mclaren,2.0,454.0,5
2010,19,ferrari,3.0,396.0,5
2010,19,mercedes,4.0,214.0,0
2010,19,renault,5.0,163.0,0
2010,19,williams,6.0,69.0,0
2010,19,force_india,7.0,68.0,0
2010,19,sauber,8.0,44.0,0
2010,19,toro_rosso,9.0,13.0,0
2010,19,lotus_racing,10.0,0.0,0
2010,19,hrt,11.0,0.0,0
2010,19,virgin,12.0,0.0,0
2011,19,red_bull,1.0,650.0,12
2011,19,mclaren,2.0,497.0,6
2011,19,ferrari,3.0,375.0,1
2011,19,mercedes,4.0,165.0,0
2011,19,renault,5.0,73.0,0
2011,19,force_india,6.0,69.0,0
2011,19,sauber,7.0,44.0,0
2011,19,toro_rosso,8.0,41.0,0
2011,19,williams,9.0,5.0,0
2011,19,lotus_racing,10.0,0.0,0
2011,19,hrt,11.0,0.0,0
2011,19,virgin,12.0,0.0,0
2012,20,red_bull,1.0,460.0,7
2012,20,ferrari,2.0,400.0,3
2012,20,mclaren,3.0,378.0,7
2012,20,lotus_f1,4.0,303.0,1
2012,20,mercedes,5.0,142.0,1
2012,20,sauber,6.0,126.0,0
2012,20,force_india,7.0,109.0,0
2012,20,williams,8.0,76.0,1
2012,20,toro_rosso,9.0,26.0,0
2012,20,caterham,10.0,0.0,0
2012,20,marussia,11.0,0.0,0
2012,20,hrt,12.0,0.0,0
2013,19,red_bull,1.0,596.0,13
2013,19,mercedes,2.0,360.0,3
2013,19,ferrari,3.0,354.0,2
2013,19,lotus_f1,4.0,315.0,1
2013,19,mclaren,5.0,122.0,0
2013,19,force_india,6.0,77.0,0
2013,19,sauber,7.0,57.0,0
2013,19,toro_rosso,8.0,33.0,0
2013,19,williams,9.0,5.0,0
2013,19,marussia,10.0,0.0,0
2013,19,caterham,11.0,0.0,0
2014,19,mercedes,1.0,701.0,16
2014,19,red_bull,2.0,405.0,3
2014,19,williams,3.0,320.0,0
2014,19,ferrari,4.0,216.0,0
2014,19,mclaren,5.0,181.0,0
2014,19,force_india,6.0,155.0,0
2014,19,toro_rosso,7.0,30.0,0
2014,19,lotus_f1,8.0,10.0,0
2014,19,marussia,9.0,2.0,0
2014,19,sauber,10.0,0.0,0
2014,19,caterham,11.0,0.0,0
2015,19,mercedes,1.0,703.0,16
2015,19,ferrari,2.0,428.0,3
2015,19,williams,3.0,257.0,0
2015,19,red_bull,4.0,187.0,0
2015,19,force_india,5.0,136.0,0
2015,19,lotus_f1,6.0,78.0,0
2015,19,toro_rosso,7.0,67.0,0
2015,19,sauber,8.0,36.0,0
2015,19,mclaren,9.0,27.0,0
2015,19,manor,10.0,0.0,0
2016,21,mercedes,1.0,765.0,19
2016,21,red_bull,2.0,468.0,2
2016,21,ferrari,3.0,398.0,0
2016,21,force_india,4.0,173.0,0
2016,21,williams,5.0,138.0,0
2016,21,mclaren,6.0,76.0,0
2016,21,toro_rosso,7.0,63.0,0
2016,21,haas,8.0,29.0,0
2016,21,renault,9.0,8.0,0
2016,21,sauber,10.0,2.0,0
2016,21,manor,11.0,1.0,0
2017,20,mercedes,1.0,668.0,12
2017,20,ferrari,2.0,522.0,5
2017,20,red_bull,3.0,368.0,3
2017,20,force_india,4.0,187.0,0
2017,20,williams,5.0,83.0,0
2017,20,renault,6.0,57.0,0
2017,20,toro_rosso,7.0,53.0,0
2017,20,haas,8.0,47.0,0
2017,20,mclaren,9.0,30.0,0
2017,20,sauber,10.0,5.0,0
2018,21,mercedes,1.0,655.0,11
2018,21,ferrari,2.0,571.0,6
2018,21,red_bull,3.0,419.0,4
2018,21,renault,4.0,122.0,0
2018,21,force_india,5.0,111.0,0
2018,21,haas,6.0,93.0,0
2018,21,mclaren,7.0,62.0,0
2018,21,sauber,8.0,48.0,0
2018,21,toro_rosso,9.0,33.0,0
2018,21,williams,10.0,7.0,0
2019,21,mercedes,1.0,739.0,15
2019,21,ferrari,2.0,504.0,3
2019,21,red_bull,3.0,417.0,3
2019,21,mclaren,4.0,145.0,0
2019,21,renault,5.0,91.0,0
2019,21,toro_rosso,6.0,85.0,0
2019,21,racing_point,7.0,73.0,0
2019,21,alfa,8.0,57.0,0
2019,21,haas,9.0,28.0,0
2019,21,williams,10.0,1.0,0
2020,17,mercedes,1.0,573.0,13
2020,17,red_bull,2.0,319.0,2
2020,17,mclaren,3.0,202.0,0
2020,17,racing_point,4.0,195.0,1
2020,17,renault,5.0,181.0,0
2020,17,ferrari,6.0,131.0,0
2020,17,alphatauri,7.0,107.0,1
2020,17,alfa,8.0,8.0,0
2020,17,haas,9.0,3.0,0
2020,17,williams,10.0,0.0,0
2021,22,mercedes,1.0,613.5,9
2021,22,red_bull,2.0,585.5,11
2021,22,ferrari,3.0,323.5,0
2021,22,mclaren,4.0,275.0,1
2021,22,alpine,5.0,155.0,1
2021,22,alphatauri,6.0,142.0,0
2021,22,aston_martin,7.0,77.0,0
2021,22,williams,8.0,23.0,0
2021,22,alfa,9.0,13.0,0
2021,22,haas,10.0,0.0,0
2022,22,red_bull,1.0,759.0,17
2022,22,ferrari,2.0,554.0,4
2022,22,mercedes,3.0,515.0,1
2022,22,alpine,4.0,173.0,0
2022,22,mclaren,5.0,159.0,0
2022,22,alfa,6.0,55.0,0
2022,22,aston_martin,7.0,55.0,0
2022,22,haas,8.0,37.0,0
2022,22,alphatauri,9.0,35.0,0
2022,22,williams,10.0,8.0,0
2023,22,red_bull,1.0,860.0,21
2023,22,mercedes,2.0,409.0,0
2023,22,ferrari,3.0,406.0,1
2023,22,mclaren,4.0,302.0,0
2023,22,aston_martin,5.0,280.0,0
2023,22,alpine,6.0,120.0,0
2023,22,williams,7.0,28.0,0
2023,22,alphatauri,8.0,25.0,0
2023,22,alfa,9.0,16.0,0
2023,22,haas,10.0,12.0,0
2024,24,mclaren,1.0,666.0,6
2024,24,ferrari,2.0,652.0,5
2024,24,red_bull,3.0,589.0,9
2024,24,mercedes,4.0,468.0,4
2024,24,aston_martin,5.0,94.0,0
2024,24,alpine,6.0,65.0,0
2024,24,haas,7.0,58.0,0
2024,24,rb,8.0,46.0,0
2024,24,williams,9.0,17.0,0
2024,24,sauber,10.0,4.0,0
2025,21,mclaren,1.0,756.0,14
2025,21,mercedes,2.0,398.0,2
2025,21,red_bull,3.0,366.0,5
2025,21,ferrari,4.0,362.0,0
2025,21,williams,5.0,111.0,0
2025,21,rb,6.0,82.0,0
2025,21,aston_martin,7.0,72.0,0
2025,21,haas,8.0,70.0,0
2025,21,sauber,9.0,62.0,0
2025,21,alpine,10.0,22.0,0
