race_id,driver_id,constructor_id,position,q1,q2,q3
2000_1,herbert,jaguar,20,1:33.638,,
2000_1,button,williams,21,1:33.828,,
2000_1,mazzacane,minardi,22,1:34.705,,
2000_3,hakkinen,mclaren,1,1:24.714,,
2000_3,michael_schumacher,ferrari,2,1:24.805,,
2000_3,coulthard,mclaren,3,1:25.014,,
2000_3,barrichello,ferrari,4,1:25.871,,
2000_3,ralf_schumacher,williams,5,1:25.871,,
2000_3,frentzen,jordan,6,1:25.892,,
2000_3,irvine,jaguar,7,1:25.929,,
2000_3,trulli,jordan,8,1:26.002,,
2000_3,villeneuve,bar,9,1:26.124,,
2000_3,diniz,sauber,10,1:26.238,,
2000_3,wurz,benetton,11,1:26.281,,
2000_3,salo,sauber,12,1:26.336,,
2000_3,rosa,arrows,13,1:26.349,,
2000_3,zonta,bar,14,1:26.814,,
2000_3,alesi,prost,15,1:26.824,,
2000_3,verstappen,arrows,16,1:26.845,,
2000_3,herbert,jaguar,17,1:27.051,,
2000_3,button,williams,18,1:27.135,,
2000_3,fisichella,benetton,19,1:27.253,,
2000_3,mazzacane,minardi,20,1:28.161,,
2000_3,gene,minardi,21,1:28.333,,
2000_3,heidfeld,prost,22,1:28.361,,
2000_4,barrichello,ferrari,1,1:25.703,,
2000_4,frentzen,jordan,2,1:25.706,,
2000_4,hakkinen,mclaren,3,1:25.741,,
2000_4,coulthard,mclaren,4,1:26.088,,
2000_4,michael_schumacher,ferrari,5,1:26.161,,
2000_4,button,williams,6,1:26.733,,
2000_4,ralf_schumacher,williams,7,1:26.786,,
2000_4,verstappen,arrows,8,1:26.793,,
2000_4,irvine,jaguar,9,1:26.818,,
2000_4,villeneuve,bar,10,1:27.025,,
2000_4,trulli,jordan,11,1:27.164,,
2000_4,fisichella,benetton,12,1:27.253,,
2000_4,diniz,sauber,13,1:27.301,,
2000_4,herbert,jaguar,14,1:27.461,,
2000_4,alesi,prost,15,1:27.559,,
2000_4,zonta,bar,16,1:27.772,,
2000_4,heidfeld,prost,17,1:27.806,,
2000_4,salo,sauber,18,1:28.110,,
2000_4,rosa,arrows,19,1:28.135,,
2000_4,wurz,benetton,20,1:28.205,,
2000_4,gene,minardi,21,1:28.253,,
2000_4,mazzacane,minardi,22,1:29.174,,
2000_16,michael_schumacher,ferrari,1,1:35.825,,
2000_16,hakkinen,mclaren,2,1:35.834,,
2000_16,coulthard,mclaren,3,1:36.236,,
2000_16,barrichello,ferrari,4,1:36.330,,
2000_16,button,williams,5,1:36.628,,
2000_16,ralf_schumacher,williams,6,1:36.788,,
2000_16,irvine,jaguar,7,1:36.899,,
2000_16,frentzen,jordan,8,1:37.243,,
2000_16,villeneuve,bar,9,1:37.267,,
2000_16,herbert,jaguar,10,1:37.329,,
2000_16,wurz,benetton,11,1:37.348,,
2000_16,fisichella,benetton,12,1:37.479,,
2000_16,rosa,arrows,13,1:37.652,,
2000_16,verstappen,arrows,14,1:37.674,,
2000_16,trulli,jordan,15,1:37.679,,
2000_16,heidfeld,prost,16,1:38.141,,
2000_16,alesi,prost,17,1:38.209,,
2000_16,zonta,bar,18,1:38.269,,
2000_16,salo,sauber,19,1:38.490,,
2000_16,diniz,sauber,20,1:38.576,,
2000_16,gene,minardi,21,1:39.972,,
2000_16,mazzacane,minardi,22,1:40.462,,
2001_16,michael_schumacher,ferrari,1,1:11.708,,
2001_16,ralf_schumacher,williams,2,1:11.986,,
2001_16,montoya,williams,3,1:12.252,,
2001_16,hakkinen,mclaren,4,1:12.309,,
2001_16,barrichello,ferrari,5,1:12.327,,
2001_16,heidfeld,sauber,6,1:12.434,,
2001_16,coulthard,mclaren,7,1:12.500,,
2001_16,trulli,jordan,8,1:12.605,,
2001_16,alesi,jordan,9,1:12.607,,
2001_16,button,benetton,10,1:12.805,,
2001_16,raikkonen,sauber,11,1:12.881,,
2001_16,fisichella,benetton,12,1:12.942,,
2001_16,panis,bar,13,1:13.122,,
2001_16,irvine,jaguar,14,1:13.189,,
2001_16,frentzen,prost,15,1:13.281,,
2001_16,rosa,jaguar,16,1:13.679,,
2001_16,alonso,minardi,17,1:13.991,,
2001_16,villeneuve,bar,18,1:14.012,,
2001_16,bernoldi,arrows,19,1:14.129,,
2001_16,verstappen,arrows,20,1:14.138,,
2001_16,enge,prost,21,1:14.185,,
2001_16,yoong,minardi,22,1:15.247,,
2002_2,michael_schumacher,ferrari,1,1:35.266,,
2002_2,montoya,williams,2,1:35.497,,
2002_2,barrichello,ferrari,3,1:35.891,,
2002_2,ralf_schumacher,williams,4,1:36.028,,
2002_2,raikkonen,mclaren,5,1:36.468,,
2002_2,coulthard,mclaren,6,1:36.477,,
2002_2,heidfeld,sauber,7,1:37.199,,
2002_2,button,renault,8,1:37.245,,
2002_2,fisichella,jordan,9,1:37.536,,
2002_2,salo,toyota,10,1:37.694,,
2002_2,frentzen,arrows,11,1:37.919,,
2002_2,trulli,renault,12,1:37.920,,
2002_2,villeneuve,bar,13,1:38.039,,
2002_2,massa,sauber,14,1:38.057,,
2002_2,sato,jordan,15,1:38.141,,
2002_2,bernoldi,arrows,16,1:38.284,,
2002_2,rosa,jaguar,17,1:38.374,,
2002_2,panis,bar,18,1:38.390,,
2002_2,mcnish,toyota,19,1:38.959,,
2002_2,irvine,jaguar,20,1:39.121,,
2002_2,webber,minardi,21,1:39.454,,
2002_2,yoong,minardi,22,1:40.158,,
2002_17,michael_schumacher,ferrari,1,1:31.317,,
2002_17,barrichello,ferrari,2,1:31.749,,
2002_17,coulthard,mclaren,3,1:32.088,,
2002_17,raikkonen,mclaren,4,1:32.197,,
2002_17,ralf_schumacher,williams,5,1:32.444,,
2002_17,montoya,williams,6,1:32.507,,
2002_17,sato,jordan,7,1:33.090,,
2002_17,fisichella,jordan,8,1:33.276,,
2002_17,villeneuve,bar,9,1:33.349,,
2002_17,button,renault,10,1:33.429,,
2002_17,trulli,renault,11,1:33.547,,
2002_17,heidfeld,sauber,12,1:33.553,,
2002_17,salo,toyota,13,1:33.742,,
2002_17,irvine,jaguar,14,1:33.915,,
2002_17,massa,sauber,15,1:33.979,,
2002_17,panis,bar,16,1:34.192,,
2002_17,rosa,jaguar,17,1:34.227,,
2002_17,mcnish,toyota,18,1:35.191,,
2002_17,webber,minardi,19,1:35.958,,
2002_17,yoong,minardi,20,1:36.267,,
2003_1,michael_schumacher,ferrari,1,1:27.173,,
2003_1,barrichello,ferrari,2,1:27.418,,
2003_1,montoya,williams,3,1:28.101,,
2003_1,frentzen,sauber,4,1:28.274,,
2003_1,panis,toyota,5,1:28.288,,
2003_1,villeneuve,bar,6,1:28.420,,
2003_1,heidfeld,sauber,7,1:28.464,,
2003_1,button,bar,8,1:28.682,,
2003_1,ralf_schumacher,williams,9,1:28.830,,
2003_1,alonso,renault,10,1:28.928,,
2003_1,coulthard,mclaren,11,1:29.105,,
2003_1,trulli,renault,12,1:29.136,,
2003_1,fisichella,jordan,13,1:29.344,,
2003_1,webber,jaguar,14,1:29.367,,
2003_1,raikkonen,mclaren,15,1:29.470,,
2003_1,matta,toyota,16,1:29.538,,
2003_1,firman,jordan,17,1:31.242,,
2003_1,pizzonia,jaguar,18,1:31.723,,
2003_1,wilson,minardi,19,,,
2003_1,verstappen,minardi,20,,,
2003_2,alonso,renault,1,1:37.044,,
2003_2,trulli,renault,2,1:37.217,,
2003_2,michael_schumacher,ferrari,3,1:37.393,,
2003_2,coulthard,mclaren,4,1:37.454,,
2003_2,barrichello,ferrari,5,1:37.579,,
2003_2,heidfeld,sauber,6,1:37.766,,
2003_2,raikkonen,mclaren,7,1:37.858,,
2003_2,montoya,williams,8,1:37.974,,
2003_2,button,bar,9,1:38.073,,
2003_2,panis,toyota,10,1:38.094,,
2003_2,matta,toyota,11,1:38.097,,
2003_2,villeneuve,bar,12,1:38.289,,
2003_2,frentzen,sauber,13,1:38.291,,
2003_2,fisichella,jordan,14,1:38.416,,
2003_2,pizzonia,jaguar,15,1:38.516,,
2003_2,webber,jaguar,16,1:38.624,,
2003_2,ralf_schumacher,williams,17,1:38.789,,
2003_2,verstappen,minardi,18,1:40.417,,
2003_2,wilson,minardi,19,1:40.599,,
2003_2,firman,jordan,20,1:40.910,,
2003_3,barrichello,ferrari,1,1:13.807,,
2003_3,coulthard,mclaren,2,1:13.818,,
2003_3,webber,jaguar,3,1:13.851,,
2003_3,raikkonen,mclaren,4,1:13.866,,
2003_3,trulli,renault,5,1:13.953,,
2003_3,ralf_schumacher,williams,6,1:14.124,,
2003_3,michael_schumacher,ferrari,7,1:14.130,,
2003_3,fisichella,jordan,8,1:14.191,,
2003_3,montoya,williams,9,1:14.223,,
2003_3,alonso,renault,10,1:14.384,,
2003_3,button,bar,11,1:14.504,,
2003_3,heidfeld,sauber,12,1:14.631,,
2003_3,villeneuve,bar,13,1:14.668,,
2003_3,frentzen,sauber,14,1:14.839,,
2003_3,panis,toyota,15,1:14.839,,
2003_3,firman,jordan,16,1:15.240,,
2003_3,pizzonia,jaguar,17,1:15.317,,
2003_3,matta,toyota,18,1:15.641,,
2003_3,verstappen,minardi,19,1:16.542,,
2003_3,wilson,minardi,20,1:16.586,,
2003_4,michael_schumacher,ferrari,1,1:22.327,,
2003_4,ralf_schumacher,williams,2,1:22.341,,
2003_4,barrichello,ferrari,3,1:22.557,,
2003_4,montoya,williams,4,1:22.789,,
2003_4,webber,jaguar,5,1:23.015,,
2003_4,raikkonen,mclaren,6,1:23.148,,
2003_4,villeneuve,bar,7,1:23.160,,
2003_4,alonso,renault,8,1:23.169,,
2003_4,button,bar,9,1:23.381,,
2003_4,panis,toyota,10,1:23.460,,
2003_4,heidfeld,sauber,11,1:23.700,,
2003_4,coulthard,mclaren,12,1:23.818,,
2003_4,matta,toyota,13,1:23.838,,
2003_4,frentzen,sauber,14,1:23.932,,
2003_4,pizzonia,jaguar,15,1:24.147,,
2003_4,trulli,renault,16,1:24.190,,
2003_4,fisichella,jordan,17,1:24.317,,
2003_4,wilson,minardi,18,1:25.826,,
2003_4,firman,jordan,19,1:26.357,,
2003_4,verstappen,minardi,20,,,
2003_5,michael_schumacher,ferrari,1,1:17.762,,
2003_5,barrichello,ferrari,2,1:18.020,,
2003_5,alonso,renault,3,1:18.233,,
2003_5,trulli,renault,4,1:18.615,,
2003_5,button,bar,5,1:18.704,,
2003_5,panis,toyota,6,1:18.811,,
2003_5,ralf_schumacher,williams,7,1:19.006,,
2003_5,coulthard,mclaren,8,1:19.128,,
2003_5,montoya,williams,9,1:19.377,,
2003_5,frentzen,sauber,10,1:19.427,,
2003_5,villeneuve,bar,11,1:19.563,,
2003_5,webber,jaguar,12,1:19.615,,
2003_5,matta,toyota,13,1:19.623,,
2003_5,heidfeld,sauber,14,1:19.646,,
2003_5,firman,jordan,15,1:20.215,,
2003_5,pizzonia,jaguar,16,1:20.308,,
2003_5,fisichella,jordan,17,1:20.976,,
2003_5,wilson,minardi,18,1:22.104,,
2003_5,verstappen,minardi,19,1:22.237,,
2003_5,raikkonen,mclaren,20,,,
2004_1,michael_schumacher,ferrari,1,1:24.408,,
2004_1,barrichello,ferrari,2,1:24.482,,
2004_1,montoya,williams,3,1:24.998,,
2004_1,button,bar,4,1:24.998,,
2004_1,alonso,renault,5,1:25.699,,
2004_1,webber,jaguar,6,1:25.805,,
2004_1,sato,bar,7,1:25.851,,
2004_1,ralf_schumacher,williams,8,1:25.925,,
2004_1,trulli,renault,9,1:26.290,,
2004_1,raikkonen,mclaren,10,1:26.297,,
2004_1,massa,sauber,11,1:27.065,,
2004_1,coulthard,mclaren,12,1:27.294,,
2004_1,matta,toyota,13,1:27.823,,
2004_1,fisichella,sauber,14,1:27.845,,
2004_1,heidfeld,jordan,15,1:28.178,,
2004_1,pantano,jordan,16,1:30.140,,
2004_1,baumgartner,minardi,17,1:30.681,,
2004_1,panis,toyota,18,,,
2004_1,klien,jaguar,19,,,
2004_1,bruni,minardi,20,,,
2004_2,michael_schumacher,ferrari,1,1:33.074,,
2004_2,webber,jaguar,2,1:33.715,,
2004_2,barrichello,ferrari,3,1:33.756,,
2004_2,montoya,williams,4,1:34.054,,
2004_2,raikkonen,mclaren,5,1:34.164,,
2004_2,button,bar,6,1:34.221,,
2004_2,ralf_schumacher,williams,7,1:34.235,,
2004_2,trulli,renault,8,1:34.413,,
2004_2,coulthard,mclaren,9,1:34.602,,
2004_2,matta,toyota,10,1:34.917,,
2004_2,massa,sauber,11,1:35.039,,
2004_2,fisichella,sauber,12,1:35.061,,
2004_2,klien,jaguar,13,1:35.158,,
2004_2,panis,toyota,14,1:35.617,,
2004_2,heidfeld,jordan,15,1:36.569,,
2004_2,bruni,minardi,16,1:38.577,,
2004_2,baumgartner,minardi,17,1:39.272,,
2004_2,pantano,jordan,18,1:39.902,,
2004_2,alonso,renault,19,,,
2004_2,sato,bar,20,,,
2004_3,michael_schumacher,ferrari,1,1:30.139,,
2004_3,barrichello,ferrari,2,1:30.530,,
2004_3,montoya,williams,3,1:30.581,,
2004_3,ralf_schumacher,williams,4,1:30.633,,
2004_3,sato,bar,5,1:30.827,,
2004_3,button,bar,6,1:30.856,,
2004_3,trulli,renault,7,1:30.971,,
2004_3,panis,toyota,8,1:31.686,,
2004_3,matta,toyota,9,1:31.717,,
2004_3,coulthard,mclaren,10,1:31.719,,
2004_3,fisichella,sauber,11,1:31.731,,
2004_3,klien,jaguar,12,1:32.332,,
2004_3,massa,sauber,13,1:32.536,,
2004_3,webber,jaguar,14,1:32.625,,
2004_3,heidfeld,jordan,15,1:33.506,,
2004_3,pantano,jordan,16,1:34.105,,
2004_3,alonso,renault,17,1:34.130,,
2004_3,bruni,minardi,18,1:34.584,,
2004_3,baumgartner,minardi,19,1:35.787,,
2004_3,raikkonen,mclaren,20,,,
2004_4,button,bar,1,1:19.753,,
2004_4,michael_schumacher,ferrari,2,1:20.011,,
2004_4,montoya,williams,3,1:20.212,,
2004_4,barrichello,ferrari,4,1:20.451,,
2004_4,ralf_schumacher,williams,5,1:20.538,,
2004_4,alonso,renault,6,1:20.895,,
2004_4,sato,bar,7,1:20.913,,
2004_4,webber,jaguar,8,1:20.921,,
2004_4,trulli,renault,9,1:21.034,,
2004_4,matta,toyota,10,1:21.087,,
2004_4,coulthard,mclaren,11,1:21.091,,
2004_4,massa,sauber,12,1:21.532,,
2004_4,panis,toyota,13,1:21.558,,
2004_4,klien,jaguar,14,1:21.949,,
2004_4,pantano,jordan,15,1:23.352,,
2004_4,heidfeld,jordan,16,1:23.488,,
2004_4,bruni,minardi,17,1:26.899,,
2004_4,baumgartner,minardi,18,1:46.299,,
2004_4,fisichella,sauber,19,,,
2004_4,raikkonen,mclaren,20,,,
2004_5,michael_schumacher,ferrari,1,1:15.022,,
2004_5,montoya,williams,2,1:15.639,,
2004_5,sato,bar,3,1:15.809,,
2004_5,trulli,renault,4,1:16.144,,
2004_5,barrichello,ferrari,5,1:16.272,,
2004_5,ralf_schumacher,williams,6,1:16.293,,
2004_5,panis,toyota,7,1:16.313,,
2004_5,alonso,renault,8,1:16.422,,
2004_5,webber,jaguar,9,1:16.514,,
2004_5,coulthard,mclaren,10,1:16.636,,
2004_5,matta,toyota,11,1:17.038,,
2004_5,fisichella,sauber,12,1:17.444,,
2004_5,raikkonen,mclaren,13,1:17.445,,
2004_5,button,bar,14,1:17.575,,
2004_5,heidfeld,jordan,15,1:17.802,,
2004_5,klien,jaguar,16,1:17.812,,
2004_5,massa,sauber,17,1:17.866,,
2004_5,bruni,minardi,18,1:19.817,,
2004_5,pantano,jordan,19,1:20.607,,
2004_5,baumgartner,minardi,20,1:21.470,,
2005_1,fisichella,renault,1,1:33.171,1:28.289,
2005_1,trulli,toyota,2,1:35.270,1:29.159,
2005_1,webber,williams,3,1:36.717,1:28.279,
2005_1,villeneuve,sauber,4,1:36.984,1:29.862,
2005_1,coulthard,red_bull,5,1:38.320,1:28.892,
2005_1,klien,red_bull,6,1:37.486,1:29.991,
2005_1,heidfeld,williams,7,1:39.717,1:29.413,
2005_1,button,bar,8,1:41.512,1:30.616,
2005_1,montoya,mclaren,9,1:45.325,1:29.320,
2005_1,raikkonen,mclaren,10,1:44.997,1:30.561,
2005_1,barrichello,ferrari,11,1:45.481,1:31.341,
2005_1,karthikeyan,jordan,12,1:44.357,1:32.735,
2005_1,alonso,renault,13,1:47.708,1:29.758,
2005_1,monteiro,jordan,14,1:46.846,1:33.483,
2005_1,ralf_schumacher,toyota,15,1:51.495,1:31.222,
2005_1,friesacher,minardi,16,1:50.864,1:37.499,
2005_1,albers,minardi,17,1:49.230,,
2005_1,michael_schumacher,ferrari,18,1:57.931,,
2005_1,sato,bar,19,,,
2005_1,massa,sauber,20,,,
2005_2,alonso,renault,1,1:32.582,1:35.090,
2005_2,trulli,toyota,2,1:32.672,1:35.253,
2005_2,fisichella,renault,3,1:32.765,1:35.683,
2005_2,webber,williams,4,1:33.204,1:35.700,
2005_2,ralf_schumacher,toyota,5,1:33.106,1:35.901,
2005_2,raikkonen,mclaren,6,1:32.839,1:36.644,
2005_2,klien,red_bull,7,1:33.724,1:35.865,
2005_2,coulthard,red_bull,8,1:33.809,1:35.891,
2005_2,button,bar,9,1:33.616,1:36.216,
2005_2,heidfeld,williams,10,1:33.464,1:36.453,
2005_2,montoya,mclaren,11,1:33.333,1:36.757,
2005_2,barrichello,ferrari,12,1:34.162,1:37.340,
2005_2,michael_schumacher,ferrari,13,1:34.072,1:37.561,
2005_2,massa,sauber,14,1:34.151,1:37.733,
2005_2,davidson,bar,15,1:34.866,1:37.024,
2005_2,villeneuve,sauber,16,1:34.887,1:38.108,
2005_2,karthikeyan,jordan,17,1:37.806,1:39.850,
2005_2,monteiro,jordan,18,1:37.856,1:40.106,
2005_2,friesacher,minardi,19,1:39.268,1:41.918,
2005_2,albers,minardi,20,1:40.432,1:42.569,
2005_3,alonso,renault,1,1:29.848,1:32.054,
2005_3,michael_schumacher,ferrari,2,1:30.237,1:32.120,
2005_3,trulli,toyota,3,1:29.993,1:32.667,
2005_3,heidfeld,williams,4,1:30.390,1:32.827,
2005_3,webber,williams,5,1:30.592,1:32.670,
2005_3,ralf_schumacher,toyota,6,1:30.952,1:32.319,
2005_3,klien,red_bull,7,1:30.646,1:32.723,
2005_3,rosa,mclaren,8,1:30.725,1:32.648,
2005_3,raikkonen,mclaren,9,1:30.594,1:32.930,
2005_3,fisichella,renault,10,1:30.445,1:33.320,
2005_3,button,bar,11,1:30.957,1:33.391,
2005_3,massa,sauber,12,1:30.933,1:34.269,
2005_3,sato,bar,13,1:31.113,1:34.450,
2005_3,coulthard,red_bull,14,1:31.211,1:34.633,
2005_3,barrichello,ferrari,15,1:31.826,1:35.867,
2005_3,villeneuve,sauber,16,1:32.318,1:35.665,
2005_3,monteiro,jordan,17,1:33.424,1:36.004,
2005_3,karthikeyan,jordan,18,1:33.190,1:36.953,
2005_3,albers,minardi,19,1:34.005,1:36.417,
2005_3,friesacher,minardi,20,1:34.848,1:36.413,
2005_4,raikkonen,mclaren,1,1:19.886,1:22.994,
2005_4,alonso,renault,2,1:19.889,1:23.552,
2005_4,button,bar,3,1:20.464,1:23.641,
2005_4,webber,williams,4,1:20.442,1:24.069,
2005_4,trulli,toyota,5,1:20.492,1:24.026,
2005_4,sato,bar,6,1:20.851,1:23.807,
2005_4,wurz,mclaren,7,1:20.632,1:24.057,
2005_4,massa,sauber,8,1:20.593,1:24.337,
2005_4,heidfeld,williams,9,1:20.807,1:24.389,
2005_4,barrichello,ferrari,10,1:20.892,1:24.351,
2005_4,ralf_schumacher,toyota,11,1:20.994,1:24.422,
2005_4,villeneuve,sauber,12,1:20.999,1:25.260,
2005_4,fisichella,renault,13,1:21.708,1:25.002,
2005_4,michael_schumacher,ferrari,14,1:20.260,1:26.984,
2005_4,coulthard,red_bull,15,1:21.632,1:26.438,
2005_4,liuzzi,red_bull,16,1:21.804,1:26.351,
2005_4,karthikeyan,jordan,17,1:23.123,1:28.976,
2005_4,monteiro,jordan,18,1:25.100,1:29.152,
2005_4,friesacher,minardi,19,1:26.484,1:30.564,
2005_4,albers,minardi,20,1:25.921,,
2005_5,raikkonen,mclaren,1,1:14.819,1:16.602,
2005_5,webber,williams,2,1:15.042,1:16.626,
2005_5,alonso,renault,3,1:14.811,1:16.880,
2005_5,ralf_schumacher,toyota,4,1:14.870,1:17.047,
2005_5,trulli,toyota,5,1:14.795,1:17.200,
2005_5,fisichella,renault,6,1:15.601,1:17.229,
2005_5,montoya,mclaren,7,1:15.902,1:17.570,
2005_5,michael_schumacher,ferrari,8,1:15.398,1:18.153,
2005_5,coulthard,red_bull,9,1:15.795,1:18.373,
2005_5,massa,sauber,10,1:15.863,1:18.361,
2005_5,liuzzi,red_bull,11,1:16.288,1:19.014,
2005_5,villeneuve,sauber,12,1:16.794,1:19.686,
2005_5,karthikeyan,jordan,13,1:18.557,1:20.711,
2005_5,monteiro,jordan,14,1:19.040,1:20.903,
2005_5,albers,minardi,15,1:19.563,1:21.578,
2005_5,friesacher,minardi,16,1:20.306,1:22.453,
2005_5,heidfeld,williams,17,1:15.038,,
2005_5,barrichello,ferrari,18,1:15.746,,
2005_6,raikkonen,mclaren,1,1:13.644,1:16.681,
2005_6,alonso,renault,2,1:14.125,1:16.281,
2006_1,michael_schumacher,ferrari,1,1:33.310,1:32.025,1:31.431
2006_1,massa,ferrari,2,1:33.579,1:32.014,1:31.478
2006_1,button,honda,3,1:32.603,1:32.025,1:31.549
2006_1,alonso,renault,4,1:32.433,1:31.215,1:31.702
2006_1,montoya,mclaren,5,1:33.233,1:31.487,1:32.164
2006_1,barrichello,honda,6,1:33.922,1:32.322,1:32.579
2006_1,webber,williams,7,1:33.454,1:32.309,1:33.006
2006_1,klien,red_bull,8,1:34.308,1:32.106,1:33.112
2006_1,fisichella,renault,9,1:32.934,1:31.831,1:33.496
2006_1,heidfeld,bmw_sauber,10,1:33.374,1:31.958,1:33.926
2006_1,villeneuve,bmw_sauber,11,1:33.882,1:32.456,
2006_1,rosberg,williams,12,1:32.945,1:32.620,
2006_1,coulthard,red_bull,13,1:33.678,1:32.850,
2006_1,trulli,toyota,14,1:33.987,1:33.066,
2006_1,liuzzi,toro_rosso,15,1:34.439,1:33.416,
2006_1,speed,toro_rosso,16,1:33.995,1:34.606,
2006_1,ralf_schumacher,toyota,17,1:34.702,,
2006_1,albers,mf1,18,1:35.724,,
2006_1,monteiro,mf1,19,1:35.900,,
2006_1,sato,super_aguri,20,1:37.411,,
2006_1,ide,super_aguri,21,1:40.270,,
2006_1,raikkonen,mclaren,22,,,
2006_2,fisichella,renault,1,1:35.488,1:33.623,1:33.840
2006_2,button,honda,2,1:35.023,1:33.527,1:33.986
2006_2,rosberg,williams,3,1:35.105,1:34.563,1:34.626
2006_2,michael_schumacher,ferrari,4,1:35.810,1:34.574,1:34.668
2006_2,webber,williams,5,1:35.252,1:34.279,1:34.672
2006_2,montoya,mclaren,6,1:34.536,1:34.568,1:34.916
2006_2,raikkonen,mclaren,7,1:34.667,1:34.351,1:34.983
2006_2,alonso,renault,8,1:35.514,1:33.997,1:35.747
2006_2,klien,red_bull,9,1:35.171,1:34.537,1:38.715
2006_2,ralf_schumacher,toyota,10,1:35.214,1:34.586,
2006_2,coulthard,red_bull,11,1:34.839,1:34.614,
2006_2,barrichello,honda,12,1:35.526,1:34.683,
2006_2,trulli,toyota,13,1:35.517,1:34.702,
2006_2,villeneuve,bmw_sauber,14,1:35.391,1:34.752,
2006_2,heidfeld,bmw_sauber,15,1:35.588,1:34.783,
2006_2,massa,ferrari,16,1:35.091,,
2006_2,speed,toro_rosso,17,1:36.297,,
2006_2,liuzzi,toro_rosso,18,1:36.581,,
2006_2,albers,mf1,19,1:37.426,,
2006_2,monteiro,mf1,20,1:37.819,,
2006_2,sato,super_aguri,21,1:39.011,,
2006_2,ide,super_aguri,22,1:40.720,,
2006_3,button,honda,1,1:28.081,1:26.337,1:25.229
2006_3,fisichella,renault,2,1:27.765,1:26.196,1:25.635
2006_3,alonso,renault,3,1:28.569,1:25.729,1:25.778
2006_3,raikkonen,mclaren,4,1:27.193,1:26.161,1:25.822
2006_3,montoya,mclaren,5,1:27.079,1:25.902,1:25.976
2006_3,ralf_schumacher,toyota,6,1:28.007,1:26.596,1:26.612
2006_3,webber,williams,7,1:27.669,1:26.075,1:26.937
2006_3,heidfeld,bmw_sauber,8,1:27.796,1:26.014,1:27.579
2006_3,villeneuve,bmw_sauber,9,1:28.460,1:26.714,1:29.239
2006_3,trulli,toyota,10,1:27.748,1:26.327,
2006_3,michael_schumacher,ferrari,11,1:28.228,1:26.718,
2006_3,coulthard,red_bull,12,1:28.408,1:27.023,
2006_3,liuzzi,toro_rosso,13,1:28.999,1:27.219,
2006_3,klien,red_bull,14,1:28.757,1:27.591,
2006_3,rosberg,williams,15,1:28.351,1:29.422,
2006_3,massa,ferrari,16,1:28.868,,
2006_3,barrichello,honda,17,1:29.943,,
2006_3,albers,mf1,18,1:30.226,,
2006_3,speed,toro_rosso,19,1:30.426,,
2006_3,monteiro,mf1,20,1:30.709,,
2006_3,sato,super_aguri,21,1:32.279,,
2006_3,ide,super_aguri,22,1:36.164,,
2006_4,michael_schumacher,ferrari,1,1:24.598,1:22.579,1:22.795
2006_4,button,honda,2,1:24.480,1:23.749,1:22.988
2006_4,barrichello,honda,3,1:24.727,1:23.760,1:23.242
2006_4,massa,ferrari,4,1:24.884,1:23.595,1:23.702
2006_4,alonso,renault,5,1:23.536,1:23.743,1:23.709
2006_4,ralf_schumacher,toyota,6,1:24.370,1:23.565,1:23.772
2006_4,montoya,mclaren,7,1:24.960,1:23.760,1:24.021
2006_4,raikkonen,mclaren,8,1:24.259,1:23.190,1:24.158
2006_4,trulli,toyota,9,1:24.446,1:23.727,1:24.172
2006_4,webber,williams,10,1:24.992,1:23.718,1:24.795
2006_4,fisichella,renault,11,1:24.434,1:23.771,
2006_4,villeneuve,bmw_sauber,12,1:25.081,1:23.887,
2006_4,rosberg,williams,13,1:24.495,1:23.966,
2006_4,coulthard,red_bull,14,1:24.849,1:24.101,
2006_4,heidfeld,bmw_sauber,15,1:25.410,1:24.129,
2006_4,liuzzi,toro_rosso,16,1:24.879,1:24.520,
2006_4,klien,red_bull,17,1:25.410,,
2006_4,speed,toro_rosso,18,1:25.437,,
2006_4,monteiro,mf1,19,1:26.820,,
2006_4,albers,mf1,20,1:27.088,,
2006_4,sato,super_aguri,21,1:27.609,,
2006_4,ide,super_aguri,22,1:29.282,,
2006_5,alonso,renault,1,1:31.138,1:30.336,1:29.816
2006_5,michael_schumacher,ferrari,2,1:31.235,1:30.013,1:30.028
2006_5,massa,ferrari,3,1:31.921,1:30.732,1:30.407
2006_5,barrichello,honda,4,1:31.671,1:30.469,1:30.754
2006_5,raikkonen,mclaren,5,1:31.263,1:30.203,1:30.933
2006_5,button,honda,6,1:31.420,1:30.755,1:30.940
2006_5,trulli,toyota,7,1:31.809,1:30.733,1:31.419
2006_5,villeneuve,bmw_sauber,8,1:31.545,1:30.865,1:31.542
2006_5,montoya,mclaren,9,1:31.774,1:30.671,1:31.880
2006_5,webber,williams,10,1:31.712,1:30.892,1:33.405
2006_5,ralf_schumacher,toyota,11,1:31.470,1:30.944,
2006_5,rosberg,williams,12,1:32.053,1:31.194,
2007_1,raikkonen,ferrari,1,1:26.644,1:25.644,1:26.072
2007_1,alonso,mclaren,2,1:26.697,1:25.326,1:26.493
2007_1,heidfeld,bmw_sauber,3,1:26.895,1:25.358,1:26.556
2007_1,hamilton,mclaren,4,1:26.674,1:25.577,1:26.755
2007_1,kubica,bmw_sauber,5,1:26.696,1:25.882,1:27.347
2007_1,fisichella,renault,6,1:27.270,1:25.944,1:27.634
2007_1,webber,red_bull,7,1:26.978,1:26.623,1:27.934
